acc_avg_epoch,acc_avg_step,epoch,loss_avg_epoch,loss_avg_step,lr-Adam,step
0.8540000319480896,,0,0.0,,,9
0.8320000171661377,,1,0.0,,,19
0.8440000414848328,,2,0.0,,,29
0.8439999222755432,,3,0.0,,,39
,,,,,0.01,49
,0.9399999976158142,4,,0.0,,49
0.8680000305175781,,4,0.0,,,49
0.8320000171661377,,5,0.0,,,59
0.8560000658035278,,6,0.0,,,69
0.8659999966621399,,7,0.0,,,79
0.8480000495910645,,8,0.0,,,89
,,,,,0.01,99
,0.8799999952316284,9,,0.0,,99
0.8540000319480896,,9,0.0,,,99
